,Company,Style,Price,Star Ratings List,Size,Country of Manufacturer,Units Sold,Units Returned,Months on Market,Sales Trend,Average Star Rating
108,Comfort Fit,wide,106.69,"[2.8, 2.1, 2.3, 5.0, 4.5, 3.8, 1.5, 1.7, 4.0, 5.0]",M,Vietnam,5334,199,15,Decreasing,1.7851984100359064
109,Comfort Fit,sailor,123.52,"[1.7, 3.4, 2.4, 4.2, 4.4, 4.5, 5.0, 3.7, 5.0, 5.0]",M,Bangladesh,9304,421,47,Decreasing,2.38223258194102
110,Vintage Vogue,straight,65.21000000000001,"[5.0, 3.7, 1.7, 2.3, 3.9, 1.7, 3.3, 4.4, 5.0, 3.7]",M,Bangladesh,1138,255,40,Stable,1.9574421888539835
111,Trendy Tailors,sailor,55.28,"[1.5, 4.4, 5.0, 3.1, 4.5, 2.4, 4.5, 2.7, 4.0, 2.9]",M,USA,4065,252,13,Stable,1.9838907373057266
112,Modern Denim,flared,106.44,"[1.9, 3.3, 5.0, 2.9, 5.0, 5.0, 3.6, 5.0, 1.8, 4.4]",M,USA,3816,299,56,Stable,2.248380532697135
113,Blue Threads,straight,115.0,"[3.5, 2.3, 4.4, 1.1, 5.0, 5.0, 4.4, 5.0, 2.2, 2.4]",XS,China,9193,467,56,Decreasing,2.0105040344391902
114,Vintage Vogue,trouser,65.81,"[4.0, 5.0, 1.1, 4.6, 3.9, 2.3, 2.2, 1.9, 4.5, 3.6]",XL,Mexico,1775,177,53,Decreasing,1.8190916143115734
115,Blue Threads,flared,125.05,"[5.0, 2.0, 4.4, 1.2, 4.1, 5.0, 3.6, 2.0, 3.3, 2.5]",XL,Mexico,-2,53,42,Increasing,1.8190916143115734
116,Blue Threads,skinny,125.75,"[2.0, 1.7, 4.1, 5.0, 3.0, 1.3, 3.1, 3.7, 1.8, 2.7]",M,China,3750,135,22,Increasing,1.437433499304733
117,Urban Style,trouser,31.919999999999998,"[4.4, 1.3, 1.2, 4.3, 5.0, 1.3, 1.6, 1.2, 1.4, 1.9]",XL,India,10059,129,40,Increasing,1.0833128649406696
118,Trendy Tailors,flared,107.82000000000001,"[1.1, 2.3, 5.0, 4.2, 5.0, 3.2, 1.4, 1.6, 3.6, 5.0]",M,USA,6970,187,19,Decreasing,1.7599565045395236
119,Retro Wear,cropped,110.93,"[3.3, 4.4, 2.0, 5.0, 4.7, 3.9, 4.5, 1.0, 4.0, 4.9]",XL,China,9489,112,6,Stable,2.2296023319881213
120,Vintage Vogue,sailor,137.61,"[5.0, 2.3, 1.5, 4.0, 2.7, 2.0, 1.1, 5.0, 3.5, 3.6]",S,Turkey,5715,368,29,Stable,1.6197401920324044
121,Retro Wear,jogger,25.42,"[4.8, 3.2, 1.6, 5.0, 1.7, 4.6, 2.1, 3.8, 3.1, 2.4]",L,Bangladesh,8683,246,25,Increasing,1.7515761848244589
122,Retro Wear,flared,71.63,"[2.8, 5.0, 4.9, 3.4, 4.4, 5.0, 1.1, 3.6, 5.0, 3.2]",L,India,3868,496,41,Decreasing,2.2956951922519115
123,Comfort Fit,skinny,148.3,"[3.9, 3.5, 4.3, 4.7, 3.1, 5.0, 5.0, 4.2, 4.7, 3.0]",XS,China,3753,425,15,Decreasing,2.5915517580426997
124,Comfort Fit,skinny,57.75,"[5.0, 4.1, 5.0, 3.8, 1.8, 2.3, 4.4, 2.3, 1.5, 5.0]",XS,Bangladesh,7365,281,15,Stable,2.0016145093534483
125,Blue Threads,tapered,97.75,"[3.3, 5.0, 4.9, 3.4, 5.0, 1.6, 2.5, 3.6, 5.0, 1.7]",S,Vietnam,456,5,40,Decreasing,2.0732537685868664
126,Denim Co.,jogger,153.43,"[4.9, 5.0, 1.6, 3.5, 4.0, 2.6, 4.0, 3.9, 2.5, 2.0]",XS,Vietnam,2361,467,24,Decreasing,1.8963591481556645
127,Blue Threads,cropped,42.15,"[5.0, 2.4, 2.2, 4.9, 1.7, 5.0, 3.3, 4.5, 2.5, 5.0]",M,Mexico,3777,379,52,Increasing,2.118645994484688
128,Vintage Vogue,cropped,97.0,"[5.0, 4.6, 4.2, 1.6, 1.5, 4.3, 1.6, 3.0, 5.0, 4.9]",XL,Turkey,5653,191,22,Increasing,2.0462481552711163
129,Classic Cuts,straight,126.42000000000002,"[2.8, 5.0, 3.6, 4.4, 2.8, 1.5, 3.7, 5.0, 2.8, 2.0]",XS,Bangladesh,6409,156,46,Stable,1.8618441117748818
130,Urban Style,flared,116.47,"[2.5, 5.0, 4.7, 5.0, 2.8, 4.9, 4.6, 3.0, 3.1, 3.5]",S,Vietnam,9545,244,5,Stable,2.3628459966786632
131,Urban Style,paper bag,112.46000000000001,"[4.7, 3.1, 3.0, 5.0, 4.6, 2.2, 5.0, 2.9, 3.4, 2.6]",S,China,1556,165,-2,Decreasing,2.118645994484688
132,Classic Cuts,straight,52.5,"[1.8, 3.3, 2.2, 2.1, 3.2, 3.1, 4.9, 2.5, 5.0, 3.2]",XL,Turkey,8864,272,54,Decreasing,1.6686869882431197
133,Jeans Unlimited,jogger,112.55,"[2.0, 4.6, 1.0, 4.6, 4.1, 2.5, 4.2, 4.3, 3.4, 5.0]",M,USA,6336,65,26,Decreasing,2.0462481552711163
134,Vintage Vogue,cropped,122.82000000000001,"[5.0, 2.5, 4.7, 5.0, 4.6, 2.7, 3.9, 1.7, 3.0, 5.0]",L,Turkey,2852,227,24,Decreasing,2.267242637500627
135,Classic Cuts,cropped,36.4,"[5.0, 1.5, 1.3, 5.0, 1.2, 1.8, 1.9, 5.0, 3.8, 3.5]",M,China,5862,102,9,Stable,1.563368848668292
136,Trendy Tailors,sailor,138.78,"[3.5, 5.0, 1.6, 2.8, 1.8, 4.3, 5.0, 5.0, 4.0, 3.7]",L,USA,1223,49,30,Increasing,2.136938939981779
137,Vintage Vogue,jogger,88.69,"[2.9, 4.1, 1.0, 1.1, 1.7, 5.0, 5.0, 2.8, 1.2, 2.0]",XS,Bangladesh,9290,142,28,Decreasing,1.3154781871522907
138,Comfort Fit,straight,150.04,"[4.2, 1.3, 1.7, 5.0, 3.2, 3.0, 5.0, 5.0, 4.8, 2.0]",L,Vietnam,2394,149,56,Stable,2.0016145093534483
139,Jeans Unlimited,flared,48.69,"[4.5, 4.9, 3.8, 4.4, 2.9, 5.0, 3.0, 3.7, 5.0, 4.2]",XL,USA,1339,56,22,Increasing,2.5915517580426997
140,Blue Threads,flared,28.18,"[1.3, 2.6, 1.6, 5.0, 4.7, 4.8, 3.8, 2.6, 1.9, 1.8]",XS,China,9725,66,-4,Decreasing,1.5713739345482098
141,Classic Cuts,paper bag,124.25,"[3.1, 3.1, 2.7, 5.0, 5.0, 1.3, 3.2, 5.0, 4.7, 3.1]",XL,China,5284,157,-1,Increasing,2.091352798051915
142,Classic Cuts,paper bag,83.88000000000001,"[5.0, 4.8, 1.5, 4.3, 1.1, 2.4, 1.8, 1.1, 4.5, 1.1]",L,Turkey,9412,66,55,Increasing,1.3759628057595685
143,Comfort Fit,skinny,68.55,"[3.5, 2.9, 1.9, 5.0, 3.9, 2.5, 1.3, 1.4, 4.9, 1.9]",XS,India,1599,466,55,Increasing,1.499898603921828
144,Urban Style,sailor,141.29,"[2.0, 2.7, 2.2, 3.1, 1.4, 3.2, 1.1, 5.0, 4.4, 5.0]",XS,India,5871,89,47,Increasing,1.57137393454821
145,Retro Wear,skinny,130.43,"[2.6, 5.0, 4.9, 4.4, 3.6, 1.0, 5.0, 3.3, 1.7, 3.3]",XL,USA,4403,368,33,Decreasing,1.9662401849160123
146,Retro Wear,skinny,144.32,"[2.0, 5.0, 2.6, 3.9, 5.0, 5.0, 1.5, 2.1, 3.2, 1.1]",S,Vietnam,1734,332,14,Increasing,1.6769017499897676
147,Jeans Unlimited,straight,105.66,"[1.6, 1.8, 4.3, 1.0, 4.5, 4.6, 5.0, 5.0, 3.5, 3.1]",L,Vietnam,3779,20,-1,Increasing,1.9311564981655658
148,Urban Style,paper bag,64.59,"[5.0, 4.9, 5.0, 2.2, 2.9, 4.6, 1.2, 2.5, 4.7, 3.3]",M,USA,8960,136,-1,Increasing,2.1004311550203028
149,Blue Threads,wide,36.96,"[3.5, 1.2, 1.2, 2.0, 1.2, 4.1, 5.0, 3.5, 2.1, 5.0]",M,India,7929,112,21,Decreasing,1.468541137073599
150,Jeans Unlimited,straight,86.17999999999999,"[2.8, 3.9, 5.0, 2.8, 5.0, 4.8, 2.5, 5.0, 2.4, 1.3]",XL,Mexico,9305,387,0,Stable,2.0283387367633097
151,Vintage Vogue,wide,58.53,"[2.9, 2.9, 3.0, 5.0, 1.4, 4.9, 5.0, 1.3, 5.0, 1.2]",S,Turkey,5268,276,44,Increasing,1.7767675702988823
152,Comfort Fit,trouser,98.72,"[4.6, 1.7, 4.7, 5.0, 3.0, 3.7, 5.0, 4.0, 3.6, 5.0]",L,Bangladesh,4371,-16,53,Increasing,2.480559269263125
153,Retro Wear,cropped,31.03,"[2.1, 2.0, 2.1, 4.4, 3.2, 4.4, 3.9, 1.1, 5.0, 3.6]",XS,Mexico,1912,427,12,Stable,1.7099249185653862
154,Denim Co.,sailor,122.64,"[1.5, 1.6, 4.6, 1.4, 2.6, 4.4, 1.6, 4.3, 5.0, 2.9]",XS,China,3458,495,9,Decreasing,1.555379671681277
155,Jeans Unlimited,tapered,93.21000000000001,"[5.0, 3.3, 3.2, 4.1, 4.1, 2.6, 2.9, 4.2, 3.9, 3.6]",XS,Mexico,8045,-31,39,Increasing,2.155310739274982
156,Blue Threads,cropped,40.68,"[3.4, 4.9, 4.6, 2.5, 2.8, 4.9, 1.2, 5.0, 4.1, 3.6]",L,India,3077,489,23,Increasing,2.1645264496409453
157,Comfort Fit,sailor,115.18,"[5.0, 1.6, 1.4, 4.5, 3.3, 2.1, 3.8, 3.9, 1.1, 2.0]",XL,Turkey,4175,130,26,Increasing,1.4607408581010815
158,Urban Style,trouser,95.92,"[1.7, 5.0, 4.3, 5.0, 5.0, 1.2, 2.4, 3.2, 2.8, 2.6]",XL,Turkey,7556,189,59,Decreasing,1.8276076282199698
159,Urban Style,skinny,66.68,"[3.0, 1.6, 4.8, 4.1, 4.1, 2.5, 5.0, 1.4, 5.0, 5.0]",L,China,6586,100,59,Decreasing,2.118645994484688
160,Modern Denim,jogger,79.49000000000001,"[2.7, 2.7, 2.1, 4.3, 4.2, 2.5, 5.0, 2.1, 1.8, 3.5]",XS,Turkey,8609,149,57,Stable,1.6359909293908925
161,Modern Denim,flared,24.21,"[1.4, 4.3, 1.6, 3.0, 4.7, 5.0, 3.1, 5.0, 2.1, 3.4]",L,Mexico,5345,279,31,Increasing,1.8618441117748816
162,Classic Cuts,tapered,101.82,"[1.8, 1.5, 5.0, 5.0, 5.0, 3.3, 4.5, 3.1, 2.6, 4.9]",XL,India,4856,145,5,Stable,2.136938939981779
163,Denim Co.,jogger,50.230000000000004,"[2.8, 1.3, 5.0, 4.0, 4.4, 2.5, 5.0, 5.0, 2.6, 5.0]",M,Turkey,7422,459,47,Decreasing,2.2202444088498443
164,Comfort Fit,jogger,18.349999999999998,"[5.0, 1.4, 1.7, 2.8, 4.6, 3.6, 5.0, 5.0, 4.3, 1.1]",S,Vietnam,9325,306,19,Stable,1.939900412651872
165,Jeans Unlimited,paper bag,35.53,"[5.0, 5.0, 4.4, 1.7, 1.7, 5.0, 2.3, 3.1, 3.8, 4.7]",XS,Vietnam,6785,368,41,Stable,2.136938939981779
166,Comfort Fit,jogger,62.129999999999995,"[2.0, 5.0, 1.8, 1.2, 3.7, 1.2, 4.4, 1.4, 5.0, 2.8]",M,Vietnam,3096,60,9,Increasing,1.445187058954756
167,Trendy Tailors,paper bag,29.189999999999998,"[1.5, 1.0, 5.0, 3.8, 4.8, 2.2, 3.7, 2.7, 5.0, 3.6]",XS,Mexico,4959,85,29,Stable,1.8361408309936622
168,Blue Threads,tapered,42.25,"[1.2, 5.0, 3.5, 5.0, 2.3, 2.0, 1.6, 4.1, 3.1, 4.4]",M,USA,6997,358,-2,Stable,1.7432126128170133
169,Urban Style,flared,94.05,"[2.5, 3.0, 5.0, 3.7, 1.4, 4.0, 4.6, 2.5, 2.8, 2.8]",M,Turkey,2669,64,2,Decreasing,1.7515761848244589
170,Trendy Tailors,sailor,44.440000000000005,"[4.2, 4.7, 1.6, 5.0, 5.0, 1.5, 1.2, 3.9, 3.8, 2.6]",S,USA,5865,115,6,Increasing,1.8532590179085613
171,Denim Co.,trouser,62.260000000000005,"[5.0, 4.5, 1.2, 3.8, 4.7, 3.9, 3.9, 3.9, 3.6, 3.8]",XL,USA,6253,209,29,Decreasing,2.2861895919620774
172,Retro Wear,cropped,108.11,"[5.0, 3.2, 3.1, 4.5, 5.0, 1.1, 5.0, 5.0, 1.7, 2.2]",XL,Turkey,1048,136,19,Stable,2.0552310804041167
173,Denim Co.,paper bag,26.970000000000002,"[4.9, 2.7, 4.3, 2.7, 1.1, 4.2, 1.3, 1.1, 3.5, 5.0]",L,Turkey,9624,217,20,Increasing,1.6278574819544738
174,Comfort Fit,trouser,116.62,"[3.8, 5.0, 5.0, 2.3, 2.0, 3.0, 5.0, 4.4, 1.6, 5.0]",XS,Turkey,2728,345,44,Stable,2.1737621653427044
175,Comfort Fit,tapered,62.57000000000001,"[1.3, 5.0, 4.1, 1.0, 4.2, 4.4, 3.6, 1.4, 2.1, 4.2]",XS,Turkey,2419,146,46,Increasing,1.6686869882431197
176,Blue Threads,tapered,26.09,"[5.0, 4.9, 4.4, 1.4, 5.0, 5.0, 2.4, 3.9, 4.8, 3.4]",S,Vietnam,313,518,53,Increasing,2.4706194265908237
177,Modern Denim,jogger,49.4,"[5.0, 1.3, 3.0, 1.7, 1.3, 4.1, 3.1, 5.0, 5.0, 4.9]",M,Mexico,5025,465,10,Increasing,1.9311564981655658
178,Classic Cuts,skinny,39.59,"[3.0, 2.8, 2.7, 1.9, 5.0, 3.1, 4.7, 2.6, 4.0, 1.4]",M,China,5506,136,13,Decreasing,1.660488561984543
179,Jeans Unlimited,wide,105.78,"[1.9, 2.1, 5.0, 2.3, 3.0, 2.8, 1.1, 3.5, 1.9, 4.0]",XL,China,6246,280,38,Stable,1.3759628057595679
180,Trendy Tailors,straight,130.73,"[4.9, 2.4, 4.1, 4.9, 5.0, 1.5, 2.8, 5.0, 5.0, 2.6]",XL,Bangladesh,4042,184,32,Increasing,2.27670544815825
181,Blue Threads,flared,118.25,"[5.0, 5.0, 4.0, 5.0, 2.3, 3.9, 4.4, 1.1, 1.9, 1.8]",XL,Mexico,4815,78,24,Stable,1.9311564981655658
182,Urban Style,cropped,106.88,"[4.6, 5.0, 4.5, 2.5, 2.8, 5.0, 4.4, 1.4, 2.1, 5.0]",S,Mexico,3608,301,45,Decreasing,2.192294017303783
183,Jeans Unlimited,paper bag,80.12,"[2.1, 1.3, 1.8, 1.5, 2.7, 2.5, 5.0, 5.0, 1.9, 3.5]",M,China,1216,247,34,Stable,1.3531658917903508
184,Jeans Unlimited,trouser,120.13000000000001,"[3.2, 3.7, 4.4, 2.1, 5.0, 5.0, 1.8, 5.0, 1.4, 5.0]",S,Vietnam,6906,59,27,Stable,2.1277826578243912
185,Classic Cuts,jogger,42.809999999999995,"[2.3, 3.7, 4.7, 5.0, 4.1, 3.8, 5.0, 1.9, 2.9, 3.9]",XS,Turkey,8742,28,40,Stable,2.192294017303782
186,Jeans Unlimited,sailor,108.15,"[2.2, 3.0, 1.1, 1.9, 5.0, 2.0, 5.0, 1.3, 5.0, 4.5]",L,Bangladesh,3017,349,9,Decreasing,1.6441405685069412
187,Retro Wear,paper bag,33.26,"[3.4, 3.1, 5.0, 3.7, 4.9, 5.0, 3.0, 5.0, 1.9, 1.8]",S,USA,1984,349,37,Decreasing,2.1461149351943005
188,Modern Denim,cropped,113.17999999999999,"[3.9, 3.9, 5.0, 3.7, 4.9, 5.0, 3.0, 2.6, 3.5, 5.0]",M,Vietnam,1367,154,14,Decreasing,2.5005124517910793
189,Classic Cuts,jogger,103.25,"[2.2, 1.1, 4.0, 2.7, 2.6, 5.0, 1.8, 5.0, 1.4, 3.0]",XS,India,4972,88,36,Increasing,1.4685411370735983
190,Comfort Fit,wide,64.41,"[5.0, 5.0, 3.9, 1.9, 1.9, 4.4, 4.5, 5.0, 2.7, 1.3]",M,Mexico,6813,293,21,Decreasing,2.0372840673575583
191,Trendy Tailors,trouser,132.14000000000001,"[2.4, 1.1, 2.2, 4.3, 2.1, 3.5, 3.1, 5.0, 5.0, 1.2]",L,India,5293,116,25,Increasing,1.555379671681277
192,Modern Denim,tapered,149.32,"[2.7, 1.9, 4.2, 5.0, 5.0, 1.7, 1.2, 2.7, 1.7, 4.5]",L,Turkey,8039,219,21,Decreasing,1.6116390261603502
193,Comfort Fit,wide,118.43,"[3.6, 5.0, 3.1, 5.0, 1.5, 1.9, 5.0, 1.4, 2.3, 3.0]",M,USA,9724,276,55,Increasing,1.7099249185653855
194,Denim Co.,straight,118.93,"[3.2, 1.3, 4.2, 5.0, 5.0, 4.9, 4.3, 2.7, 4.8, 2.5]",S,USA,4878,160,65,Stable,2.248380532697135
195,Denim Co.,jogger,129.03,"[4.9, 3.2, 1.0, 4.8, 2.6, 1.5, 4.5, 5.0, 5.0, 5.0]",M,Bangladesh,1704,223,46,Decreasing,2.2109071213927494
196,Retro Wear,cropped,58.93,"[4.3, 2.4, 3.9, 5.0, 5.0, 1.2, 1.5, 1.3, 4.4, 1.1]",XS,China,9486,-49,55,Stable,1.57137393454821
197,Denim Co.,flared,20.62,"[5.0, 2.8, 2.0, 1.8, 4.7, 5.0, 5.0, 3.8, 3.7, 1.9]",S,Vietnam,9009,261,45,Decreasing,2.046248155271118
198,Urban Style,flared,20.63,"[4.8, 4.5, 2.6, 5.0, 2.8, 4.4, 5.0, 5.0, 2.3, 4.6]",S,India,2900,384,9,Decreasing,2.550832758625188
199,Trendy Tailors,paper bag,108.38,"[2.6, 3.6, 2.9, 5.0, 4.8, 4.6, 1.5, 3.3, 1.5, 2.8]",S,Turkey,7532,248,23,Stable,1.7767675702988823
0,Trendy Tailors,tapered,108.63000000000001,"[3.7, 1.7, 5.0, 1.1, 1.2, 3.5, 1.4, 1.9, 1.2, 4.2]",XL,Mexico,9178,80,43,Decreasing,1.1757483926975425
1,Urban Style,tapered,113.96000000000001,"[1.3, 5.0, 5.0, 2.4, 2.3, 4.7, 2.1, 2.8, 2.6, 5.0]",XS,Bangladesh,3524,8,8,Stable,1.8276076282199698
2,Blue Threads,cropped,65.45,"[4.1, 4.6, 2.3, 3.3, 3.0, 1.5, 4.9, 5.0, 5.0, 4.8]",L,Bangladesh,5287,28,29,Increasing,2.305222374505112
3,Trendy Tailors,wide,83.79,"[3.0, 3.1, 1.4, 4.9, 4.5, 4.9, 4.1, 5.0, 5.0, 3.1]",S,USA,400,449,6,Stable,2.353186562210347
4,Blue Threads,flared,35.54,"[2.7, 3.1, 1.2, 1.3, 1.9, 1.8, 1.5, 5.0, 2.5, 4.9]",XL,USA,7104,483,9,Increasing,1.2486042262134758
5,Denim Co.,flared,78.86,"[5.0, 1.2, 4.7, 5.0, 3.4, 5.0, 3.0, 4.8, 3.6, 4.4]",XS,Mexico,3469,241,44,Decreasing,2.460703847028781
6,Classic Cuts,cropped,59.599999999999994,"[1.6, 1.9, 3.7, 2.8, 1.6, 1.4, 1.9, 2.8, 5.0, 1.5]",XL,Bangladesh,1602,532,11,Stable,1.1256553419911783
7,Blue Threads,paper bag,130.07999999999998,"[1.9, 5.0, 3.7, 1.3, 4.7, 4.3, 3.2, 5.0, 5.0, 3.4]",XL,Turkey,6323,368,11,Stable,2.2109071213927494
8,Denim Co.,tapered,124.94999999999999,"[2.1, 5.0, 2.5, 2.0, 5.0, 1.1, 4.9, 5.0, 3.5, 1.2]",XS,China,10085,521,56,Stable,1.7515761848244598
9,Urban Style,sailor,91.1,"[3.7, 4.6, 1.4, 5.0, 1.3, 5.0, 1.8, 5.0, 2.9, 3.4]",XL,USA,4797,287,56,Decreasing,1.905031866199602
10,Denim Co.,flared,156.79,"[3.3, 4.7, 5.0, 2.3, 3.8, 1.0, 3.7, 3.0, 3.2, 2.0]",L,Turkey,9517,202,14,Decreasing,1.7265355336513357
11,Blue Threads,straight,106.13000000000001,"[5.0, 4.7, 3.5, 4.0, 1.1, 2.9, 1.9, 5.0, 1.9, 5.0]",S,China,8948,-8,43,Increasing,1.9838907373057266
12,Vintage Vogue,sailor,96.44,"[1.0, 1.9, 1.5, 5.0, 1.8, 1.9, 4.6, 3.8, 3.7, 5.0]",L,Bangladesh,8441,175,28,Decreasing,1.5793949580542779
13,Vintage Vogue,tapered,107.76,"[4.4, 5.0, 4.5, 3.1, 4.2, 3.9, 5.0, 1.1, 2.1, 4.8]",L,Bangladesh,3596,49,47,Decreasing,2.267242637500627
14,Blue Threads,paper bag,105.49,"[2.9, 3.7, 5.0, 5.0, 3.1, 3.9, 3.1, 5.0, 1.2, 4.7]",M,USA,1149,488,7,Decreasing,2.2202444088498448
15,Blue Threads,tapered,43.300000000000004,"[2.2, 1.0, 5.0, 1.5, 3.6, 5.0, 1.0, 1.8, 4.0, 1.9]",M,India,1121,316,58,Increasing,1.3305072660710398
16,Modern Denim,jogger,127.87,"[4.9, 2.6, 4.8, 3.4, 3.3, 3.5, 5.0, 1.0, 5.0, 1.9]",M,China,7183,145,15,Stable,2.0194120848938413
17,Trendy Tailors,jogger,133.26,"[2.3, 3.8, 3.9, 1.4, 5.0, 3.7, 4.7, 1.6, 5.0, 1.1]",M,Mexico,8275,215,37,Increasing,1.7683536175558443
18,Retro Wear,paper bag,129.46,"[1.4, 5.0, 2.5, 1.6, 3.4, 1.6, 4.4, 1.3, 4.8, 4.8]",L,USA,7283,384,49,Decreasing,1.6278574819544736
19,Comfort Fit,cropped,108.49000000000001,"[3.7, 4.1, 3.1, 5.0, 1.7, 4.5, 1.6, 3.5, 2.9, 1.9]",XS,India,721,463,38,Increasing,1.7265355336513355
20,Denim Co.,wide,136.95,"[2.4, 2.3, 2.5, 5.0, 3.5, 1.2, 2.5, 4.3, 3.1, 4.5]",M,Vietnam,7985,442,6,Decreasing,1.6686869882431197
21,Retro Wear,cropped,136.73000000000002,"[3.1, 5.0, 2.3, 5.0, 4.1, 2.2, 5.0, 2.5, 1.4, 4.4]",XS,Turkey,9116,240,53,Decreasing,1.9838907373057266
22,Comfort Fit,skinny,25.83,"[3.5, 2.1, 3.6, 4.1, 4.6, 3.1, 2.9, 2.9, 5.0, 2.4]",L,Bangladesh,9305,429,22,Decreasing,1.9137222888350394
23,Vintage Vogue,straight,61.68,"[5.0, 2.7, 1.8, 1.3, 5.0, 4.5, 1.2, 2.3, 3.8, 3.4]",M,India,5562,257,7,Stable,1.6441405685069412
24,Classic Cuts,skinny,45.38,"[3.3, 2.9, 3.9, 2.8, 4.8, 4.2, 5.0, 5.0, 2.7, 3.5]",XL,Bangladesh,639,92,32,Stable,2.267242637500627
25,Classic Cuts,wide,106.58000000000001,"[1.4, 3.2, 5.0, 4.6, 2.2, 2.2, 2.8, 3.8, 4.0, 2.3]",XL,China,2730,-14,53,Increasing,1.6851328849994185
26,Comfort Fit,paper bag,136.8,"[1.7, 4.3, 3.3, 3.0, 4.2, 5.0, 3.3, 3.9, 2.4, 2.7]",M,Vietnam,5877,374,9,Stable,1.879066581787766
27,Urban Style,sailor,36.24,"[3.3, 1.0, 3.0, 5.0, 4.4, 3.6, 3.4, 3.4, 4.6, 2.8]",XL,Bangladesh,3415,168,36,Decreasing,1.939900412651872
28,Urban Style,flared,32.910000000000004,"[2.6, 2.8, 4.6, 2.9, 5.0, 5.0, 3.9, 3.3, 3.6, 5.0]",XL,India,6562,58,-4,Increasing,2.324341997764146
29,Jeans Unlimited,jogger,127.17,"[3.5, 5.0, 5.0, 1.6, 2.4, 5.0, 4.0, 3.8, 1.8, 2.0]",M,India,6185,273,15,Stable,1.905031866199601
30,Urban Style,paper bag,81.33,"[3.4, 2.7, 2.4, 2.5, 5.0, 4.2, 2.2, 3.8, 5.0, 2.0]",XL,Turkey,4680,112,49,Stable,1.8276076282199698
31,Comfort Fit,cropped,105.71000000000001,"[4.8, 2.8, 2.7, 2.3, 3.5, 5.0, 3.8, 5.0, 2.2, 2.2]",L,Bangladesh,10016,344,8,Decreasing,1.9224304783699333
32,Urban Style,cropped,128.34,"[1.9, 4.2, 1.3, 3.2, 5.0, 2.1, 1.7, 4.5, 5.0, 2.9]",L,Bangladesh,8825,180,17,Increasing,1.7099249185653853
33,Comfort Fit,cropped,79.19,"[4.7, 5.0, 2.3, 2.6, 5.0, 3.1, 5.0, 4.8, 1.7, 2.0]",XL,Vietnam,116,471,37,Stable,2.091352798051915
34,Comfort Fit,trouser,103.72999999999999,"[2.8, 3.7, 3.6, 5.0, 4.3, 4.7, 1.2, 5.0, 2.5, 1.1]",XL,Turkey,5733,312,46,Increasing,1.8877040734336523
35,Comfort Fit,wide,57.06,"[5.0, 1.7, 3.0, 4.1, 5.0, 3.8, 3.9, 3.9, 3.1, 3.8]",M,Turkey,7182,47,20,Decreasing,2.192294017303782
36,Retro Wear,straight,97.49,"[4.6, 1.9, 3.7, 4.7, 3.4, 5.0, 3.9, 5.0, 2.2, 2.7]",XL,Bangladesh,7188,404,10,Decreasing,2.1737621653427057
37,Vintage Vogue,wide,19.5,"[5.0, 2.9, 1.6, 3.3, 1.2, 5.0, 5.0, 1.5, 3.4, 3.1]",S,Vietnam,8538,297,53,Increasing,1.7265355336513357
38,Retro Wear,wide,106.35,"[2.7, 2.1, 4.9, 1.5, 1.9, 5.0, 3.6, 4.9, 1.1, 4.5]",S,China,171,103,17,Increasing,1.7432126128170133
39,Blue Threads,straight,77.66,"[4.1, 1.3, 3.9, 2.4, 3.8, 3.0, 5.0, 5.0, 3.9, 5.0]",S,China,9775,61,50,Stable,2.201590360105674
40,Jeans Unlimited,tapered,73.00999999999999,"[4.8, 5.0, 3.6, 2.7, 4.7, 5.0, 2.9, 5.0, 5.0, 1.9]",XS,USA,1007,220,23,Decreasing,2.5105261539470853
41,Jeans Unlimited,flared,117.97999999999999,"[1.2, 4.2, 1.7, 3.8, 5.0, 2.4, 3.2, 5.0, 3.2, 2.7]",XL,Mexico,6423,292,37,Stable,1.7599565045395236
42,Vintage Vogue,skinny,86.95,"[2.3, 4.8, 3.6, 5.0, 1.9, 2.3, 1.3, 2.6, 3.4, 2.3]",M,Turkey,7750,434,18,Increasing,1.5235815007292683
43,Denim Co.,cropped,33.11,"[3.4, 5.0, 4.3, 2.4, 2.6, 5.0, 5.0, 4.2, 2.3, 2.3]",M,India,6307,375,30,Decreasing,2.1186459944846874
44,Vintage Vogue,cropped,109.41000000000001,"[5.0, 2.7, 3.5, 3.2, 5.0, 5.0, 4.5, 1.9, 1.8, 1.3]",XS,Vietnam,754,183,20,Decreasing,1.8877040734336514
45,Urban Style,jogger,127.57000000000001,"[5.0, 1.9, 5.0, 1.1, 3.2, 2.4, 3.3, 1.9, 5.0, 2.3]",S,Vietnam,10037,62,25,Increasing,1.652306434175613
46,Jeans Unlimited,trouser,58.64999999999999,"[1.5, 1.1, 4.3, 5.0, 4.0, 2.3, 4.9, 5.0, 2.1, 2.9]",S,Turkey,7722,161,31,Stable,1.8190916143115734
47,Vintage Vogue,cropped,106.49,"[4.1, 2.1, 2.1, 2.3, 4.4, 5.0, 4.0, 2.8, 4.1, 4.8]",XS,China,6379,17,24,Stable,2.0462481552711163
48,Denim Co.,wide,78.78,"[4.1, 2.6, 1.0, 5.0, 2.8, 2.2, 4.0, 3.5, 5.0, 1.1]",L,Bangladesh,5742,415,52,Decreasing,1.6686869882431197
